epochs,hidden,n_hidden_layers,best_epoch,stop_epoch,loss_train,loss_val,loss_test,mae_train,mae_val,mae_test,pred,true
100,2,6,81,100,0.04049546644091606,0.08054554462432861,0.0422547310590744,0.18826866149902344,0.21727895736694336,0.1952986717224121,0.1758132427930832,0.0
100,6,6,50,100,0.04064762964844704,0.08478009700775146,0.04432520642876625,0.18895822763442993,0.22534354031085968,0.20039963722229004,0.19113557040691376,0.0
100,12,6,0,60,0.03709875047206879,0.08490556478500366,0.039653632789850235,0.1783405989408493,0.21464307606220245,0.18553389608860016,0.1721491664648056,0.0
100,24,6,22,82,0.034169550985097885,0.07979398965835571,0.03074275702238083,0.16097426414489746,0.19262082874774933,0.14633391797542572,0.1163988709449768,0.0
200,2,6,81,141,0.04049546644091606,0.08054554462432861,0.0422547310590744,0.18826866149902344,0.21727895736694336,0.1952986717224121,0.1758132427930832,0.0
200,6,6,50,110,0.04064762964844704,0.08478009700775146,0.04432520642876625,0.18895822763442993,0.22534354031085968,0.20039963722229004,0.19113557040691376,0.0
200,12,6,0,60,0.03709875047206879,0.08490556478500366,0.039653632789850235,0.1783405989408493,0.21464307606220245,0.18553389608860016,0.1721491664648056,0.0
200,24,6,22,82,0.034169550985097885,0.07979398965835571,0.03074275702238083,0.16097426414489746,0.19262082874774933,0.14633391797542572,0.1163988709449768,0.0
400,2,6,81,141,0.04049546644091606,0.08054554462432861,0.0422547310590744,0.18826866149902344,0.21727895736694336,0.1952986717224121,0.1758132427930832,0.0
400,6,6,50,110,0.04064762964844704,0.08478009700775146,0.04432520642876625,0.18895822763442993,0.22534354031085968,0.20039963722229004,0.19113557040691376,0.0
400,12,6,0,60,0.03709875047206879,0.08490556478500366,0.039653632789850235,0.1783405989408493,0.21464307606220245,0.18553389608860016,0.1721491664648056,0.0
400,24,6,22,82,0.034169550985097885,0.07979398965835571,0.03074275702238083,0.16097426414489746,0.19262082874774933,0.14633391797542572,0.1163988709449768,0.0
500,2,6,81,141,0.04049546644091606,0.08054554462432861,0.0422547310590744,0.18826866149902344,0.21727895736694336,0.1952986717224121,0.1758132427930832,0.0
500,6,6,50,110,0.04064762964844704,0.08478009700775146,0.04432520642876625,0.18895822763442993,0.22534354031085968,0.20039963722229004,0.19113557040691376,0.0
500,12,6,0,60,0.03709875047206879,0.08490556478500366,0.039653632789850235,0.1783405989408493,0.21464307606220245,0.18553389608860016,0.1721491664648056,0.0
500,24,6,22,82,0.034169550985097885,0.07979398965835571,0.03074275702238083,0.16097426414489746,0.19262082874774933,0.14633391797542572,0.1163988709449768,0.0
1000,2,6,81,141,0.04049546644091606,0.08054554462432861,0.0422547310590744,0.18826866149902344,0.21727895736694336,0.1952986717224121,0.1758132427930832,0.0
1000,6,6,50,110,0.04064762964844704,0.08478009700775146,0.04432520642876625,0.18895822763442993,0.22534354031085968,0.20039963722229004,0.19113557040691376,0.0
1000,12,6,0,60,0.03709875047206879,0.08490556478500366,0.039653632789850235,0.1783405989408493,0.21464307606220245,0.18553389608860016,0.1721491664648056,0.0
1000,24,6,22,82,0.034169550985097885,0.07979398965835571,0.03074275702238083,0.16097426414489746,0.19262082874774933,0.14633391797542572,0.1163988709449768,0.0
