epochs,hidden,n_hidden_layers,best_epoch,stop_epoch,loss_train,loss_val,loss_test,mae_train,mae_val,mae_test,pred,true
100,2,6,0,60,0.21119000017642975,0.0546695739030838,0.1728011518716812,0.3636050224304199,0.2010665386915207,0.33109205961227417,0.34251976013183594,1.3670921325683594
100,6,6,12,72,0.2102406919002533,0.05992123484611511,0.17345649003982544,0.3623577058315277,0.21087801456451416,0.3320937156677246,0.34396106004714966,1.3670921325683594
100,12,6,28,88,0.2074427306652069,0.06103852763772011,0.1787741333246231,0.34096455574035645,0.1959192305803299,0.32096031308174133,0.2964366376399994,1.3670921325683594
100,24,6,28,88,0.2256241738796234,0.05250333622097969,0.1742279827594757,0.3793019950389862,0.1866953819990158,0.3344399333000183,0.3487868905067444,1.3670921325683594
200,2,6,0,60,0.21119000017642975,0.0546695739030838,0.1728011518716812,0.3636050224304199,0.2010665386915207,0.33109205961227417,0.34251976013183594,1.3670921325683594
200,6,6,12,72,0.2102406919002533,0.05992123484611511,0.17345649003982544,0.3623577058315277,0.21087801456451416,0.3320937156677246,0.34396106004714966,1.3670921325683594
200,12,6,28,88,0.2074427306652069,0.06103852763772011,0.1787741333246231,0.34096455574035645,0.1959192305803299,0.32096031308174133,0.2964366376399994,1.3670921325683594
200,24,6,28,88,0.2256241738796234,0.05250333622097969,0.1742279827594757,0.3793019950389862,0.1866953819990158,0.3344399333000183,0.3487868905067444,1.3670921325683594
400,2,6,0,60,0.21119000017642975,0.0546695739030838,0.1728011518716812,0.3636050224304199,0.2010665386915207,0.33109205961227417,0.34251976013183594,1.3670921325683594
400,6,6,12,72,0.2102406919002533,0.05992123484611511,0.17345649003982544,0.3623577058315277,0.21087801456451416,0.3320937156677246,0.34396106004714966,1.3670921325683594
400,12,6,28,88,0.2074427306652069,0.06103852763772011,0.1787741333246231,0.34096455574035645,0.1959192305803299,0.32096031308174133,0.2964366376399994,1.3670921325683594
400,24,6,28,88,0.2256241738796234,0.05250333622097969,0.1742279827594757,0.3793019950389862,0.1866953819990158,0.3344399333000183,0.3487868905067444,1.3670921325683594
500,2,6,0,60,0.21119000017642975,0.0546695739030838,0.1728011518716812,0.3636050224304199,0.2010665386915207,0.33109205961227417,0.34251976013183594,1.3670921325683594
500,6,6,12,72,0.2102406919002533,0.05992123484611511,0.17345649003982544,0.3623577058315277,0.21087801456451416,0.3320937156677246,0.34396106004714966,1.3670921325683594
500,12,6,28,88,0.2074427306652069,0.06103852763772011,0.1787741333246231,0.34096455574035645,0.1959192305803299,0.32096031308174133,0.2964366376399994,1.3670921325683594
500,24,6,28,88,0.2256241738796234,0.05250333622097969,0.1742279827594757,0.3793019950389862,0.1866953819990158,0.3344399333000183,0.3487868905067444,1.3670921325683594
1000,2,6,0,60,0.21119000017642975,0.0546695739030838,0.1728011518716812,0.3636050224304199,0.2010665386915207,0.33109205961227417,0.34251976013183594,1.3670921325683594
1000,6,6,12,72,0.2102406919002533,0.05992123484611511,0.17345649003982544,0.3623577058315277,0.21087801456451416,0.3320937156677246,0.34396106004714966,1.3670921325683594
1000,12,6,28,88,0.2074427306652069,0.06103852763772011,0.1787741333246231,0.34096455574035645,0.1959192305803299,0.32096031308174133,0.2964366376399994,1.3670921325683594
1000,24,6,28,88,0.2256241738796234,0.05250333622097969,0.1742279827594757,0.3793019950389862,0.1866953819990158,0.3344399333000183,0.3487868905067444,1.3670921325683594
