epochs,hidden,best_epoch,stop_epoch,loss_train,loss_val,loss_test,pred,true
100,2,4,64,0.2088037133216858,0.06646554917097092,0.1749924123287201,0.3358960747718811,1.3670921325683594
100,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3298882246017456,1.3670921325683594
100,12,26,86,0.20683933794498444,0.06715057045221329,0.17909660935401917,0.2995104193687439,1.3670921325683594
100,24,36,96,0.2162785828113556,0.07127328962087631,0.17958475649356842,0.33110764622688293,1.3670921325683594
200,2,4,64,0.2088037133216858,0.06646554917097092,0.1749924123287201,0.3358960747718811,1.3670921325683594
200,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3298882246017456,1.3670921325683594
200,12,26,86,0.20683933794498444,0.06715057045221329,0.17909660935401917,0.2995104193687439,1.3670921325683594
200,24,36,96,0.2162785828113556,0.07127328962087631,0.17958475649356842,0.33110764622688293,1.3670921325683594
400,2,4,64,0.2088037133216858,0.06646554917097092,0.1749924123287201,0.3358960747718811,1.3670921325683594
400,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3298882246017456,1.3670921325683594
400,12,26,86,0.20683933794498444,0.06715057045221329,0.17909660935401917,0.2995104193687439,1.3670921325683594
400,24,36,96,0.2162785828113556,0.07127328962087631,0.17958475649356842,0.33110764622688293,1.3670921325683594
500,2,4,64,0.2088037133216858,0.06646554917097092,0.1749924123287201,0.3358960747718811,1.3670921325683594
500,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3298882246017456,1.3670921325683594
500,12,26,86,0.20683933794498444,0.06715057045221329,0.17909660935401917,0.2995104193687439,1.3670921325683594
500,24,36,96,0.2162785828113556,0.07127328962087631,0.17958475649356842,0.33110764622688293,1.3670921325683594
1000,2,4,64,0.2088037133216858,0.06646554917097092,0.1749924123287201,0.3358960747718811,1.3670921325683594
1000,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3298882246017456,1.3670921325683594
1000,12,26,86,0.20683933794498444,0.06715057045221329,0.17909660935401917,0.2995104193687439,1.3670921325683594
1000,24,36,96,0.2162785828113556,0.07127328962087631,0.17958475649356842,0.33110764622688293,1.3670921325683594
