epochs,hidden,n_hidden_layers,best_epoch,stop_epoch,loss_train,loss_val,loss_test,mae_train,mae_val,mae_test,pred,true
100,2,6,4,64,0.20880372822284698,0.06646555662155151,0.1749923825263977,0.3563646078109741,0.21909479796886444,0.3306416869163513,0.33589619398117065,1.3670921325683594
100,6,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3537099063396454,0.21709215641021729,0.32925525307655334,0.3298882246017456,1.3670921325683594
100,12,6,28,88,0.20695017278194427,0.06698088347911835,0.17857874929904938,0.34198686480522156,0.20819580554962158,0.32309624552726746,0.30319923162460327,1.3670921325683594
100,24,6,26,86,0.20757006108760834,0.06646759808063507,0.17659638822078705,0.3488282263278961,0.21340946853160858,0.326705664396286,0.3188402056694031,1.3670921325683594
200,2,6,4,64,0.20880372822284698,0.06646555662155151,0.1749923825263977,0.3563646078109741,0.21909479796886444,0.3306416869163513,0.33589619398117065,1.3670921325683594
200,6,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3537099063396454,0.21709215641021729,0.32925525307655334,0.3298882246017456,1.3670921325683594
200,12,6,28,88,0.20695017278194427,0.06698088347911835,0.17857874929904938,0.34198686480522156,0.20819580554962158,0.32309624552726746,0.30319923162460327,1.3670921325683594
200,24,6,26,86,0.20757006108760834,0.06646759808063507,0.17659638822078705,0.3488282263278961,0.21340946853160858,0.326705664396286,0.3188402056694031,1.3670921325683594
400,2,6,4,64,0.20880372822284698,0.06646555662155151,0.1749923825263977,0.3563646078109741,0.21909479796886444,0.3306416869163513,0.33589619398117065,1.3670921325683594
400,6,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3537099063396454,0.21709215641021729,0.32925525307655334,0.3298882246017456,1.3670921325683594
400,12,6,28,88,0.20695017278194427,0.06698088347911835,0.17857874929904938,0.34198686480522156,0.20819580554962158,0.32309624552726746,0.30319923162460327,1.3670921325683594
400,24,6,26,86,0.20757006108760834,0.06646759808063507,0.17659638822078705,0.3488282263278961,0.21340946853160858,0.326705664396286,0.3188402056694031,1.3670921325683594
500,2,6,4,64,0.20880372822284698,0.06646555662155151,0.1749923825263977,0.3563646078109741,0.21909479796886444,0.3306416869163513,0.33589619398117065,1.3670921325683594
500,6,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3537099063396454,0.21709215641021729,0.32925525307655334,0.3298882246017456,1.3670921325683594
500,12,6,28,88,0.20695017278194427,0.06698088347911835,0.17857874929904938,0.34198686480522156,0.20819580554962158,0.32309624552726746,0.30319923162460327,1.3670921325683594
500,24,6,26,86,0.20757006108760834,0.06646759808063507,0.17659638822078705,0.3488282263278961,0.21340946853160858,0.326705664396286,0.3188402056694031,1.3670921325683594
1000,2,6,4,64,0.20880372822284698,0.06646555662155151,0.1749923825263977,0.3563646078109741,0.21909479796886444,0.3306416869163513,0.33589619398117065,1.3670921325683594
1000,6,6,16,76,0.20830278098583221,0.06639989465475082,0.17549100518226624,0.3537099063396454,0.21709215641021729,0.32925525307655334,0.3298882246017456,1.3670921325683594
1000,12,6,28,88,0.20695017278194427,0.06698088347911835,0.17857874929904938,0.34198686480522156,0.20819580554962158,0.32309624552726746,0.30319923162460327,1.3670921325683594
1000,24,6,26,86,0.20757006108760834,0.06646759808063507,0.17659638822078705,0.3488282263278961,0.21340946853160858,0.326705664396286,0.3188402056694031,1.3670921325683594
