epochs,hidden,n_hidden_layers,best_epoch,stop_epoch,loss_train,loss_val,loss_test,mae_train,mae_val,mae_test,pred,true
100,2,6,93,100,0.03839275985956192,0.08469723910093307,0.03928668051958084,0.18131257593631744,0.2164705991744995,0.18414881825447083,0.17691394686698914,0.0
100,6,6,53,100,0.0386737696826458,0.08604253083467484,0.042166635394096375,0.18334035575389862,0.2221740484237671,0.19284656643867493,0.18315616250038147,0.0
100,12,6,0,60,0.0369885228574276,0.08618291467428207,0.03979289159178734,0.17803968489170074,0.2171747237443924,0.1853671818971634,0.1743229627609253,0.0
100,24,6,22,82,0.0349152572453022,0.0844220295548439,0.030663086101412773,0.1599256992340088,0.2019648402929306,0.14303182065486908,0.13490983843803406,0.0
200,2,6,93,153,0.03839275985956192,0.08469723910093307,0.03928668051958084,0.18131257593631744,0.2164705991744995,0.18414881825447083,0.17691394686698914,0.0
200,6,6,53,113,0.0386737696826458,0.08604253083467484,0.042166635394096375,0.18334035575389862,0.2221740484237671,0.19284656643867493,0.18315616250038147,0.0
200,12,6,0,60,0.0369885228574276,0.08618291467428207,0.03979289159178734,0.17803968489170074,0.2171747237443924,0.1853671818971634,0.1743229627609253,0.0
200,24,6,22,82,0.0349152572453022,0.0844220295548439,0.030663086101412773,0.1599256992340088,0.2019648402929306,0.14303182065486908,0.13490983843803406,0.0
400,2,6,93,153,0.03839275985956192,0.08469723910093307,0.03928668051958084,0.18131257593631744,0.2164705991744995,0.18414881825447083,0.17691394686698914,0.0
400,6,6,53,113,0.0386737696826458,0.08604253083467484,0.042166635394096375,0.18334035575389862,0.2221740484237671,0.19284656643867493,0.18315616250038147,0.0
400,12,6,0,60,0.0369885228574276,0.08618291467428207,0.03979289159178734,0.17803968489170074,0.2171747237443924,0.1853671818971634,0.1743229627609253,0.0
400,24,6,22,82,0.0349152572453022,0.0844220295548439,0.030663086101412773,0.1599256992340088,0.2019648402929306,0.14303182065486908,0.13490983843803406,0.0
500,2,6,93,153,0.03839275985956192,0.08469723910093307,0.03928668051958084,0.18131257593631744,0.2164705991744995,0.18414881825447083,0.17691394686698914,0.0
500,6,6,53,113,0.0386737696826458,0.08604253083467484,0.042166635394096375,0.18334035575389862,0.2221740484237671,0.19284656643867493,0.18315616250038147,0.0
500,12,6,0,60,0.0369885228574276,0.08618291467428207,0.03979289159178734,0.17803968489170074,0.2171747237443924,0.1853671818971634,0.1743229627609253,0.0
500,24,6,22,82,0.0349152572453022,0.0844220295548439,0.030663086101412773,0.1599256992340088,0.2019648402929306,0.14303182065486908,0.13490983843803406,0.0
1000,2,6,93,153,0.03839275985956192,0.08469723910093307,0.03928668051958084,0.18131257593631744,0.2164705991744995,0.18414881825447083,0.17691394686698914,0.0
1000,6,6,53,113,0.0386737696826458,0.08604253083467484,0.042166635394096375,0.18334035575389862,0.2221740484237671,0.19284656643867493,0.18315616250038147,0.0
1000,12,6,0,60,0.0369885228574276,0.08618291467428207,0.03979289159178734,0.17803968489170074,0.2171747237443924,0.1853671818971634,0.1743229627609253,0.0
1000,24,6,22,82,0.0349152572453022,0.0844220295548439,0.030663086101412773,0.1599256992340088,0.2019648402929306,0.14303182065486908,0.13490983843803406,0.0
