epochs,hidden,best_epoch,stop_epoch,loss_train,loss_val,loss_test,pred,true
100,2,90,100,0.038383226841688156,0.08629045635461807,0.041655443608760834,0.18222151696681976,0.0
100,6,54,100,0.038301464170217514,0.08628249168395996,0.041544344276189804,0.18177828192710876,0.0
100,12,0,60,0.03690750524401665,0.0865631029009819,0.03974613919854164,0.1743418425321579,0.0
100,24,22,82,0.03345566987991333,0.08570650219917297,0.03392595797777176,0.1431327760219574,0.0
200,2,90,150,0.038383226841688156,0.08629045635461807,0.041655443608760834,0.18222151696681976,0.0
200,6,54,114,0.038301464170217514,0.08628249168395996,0.041544344276189804,0.18177828192710876,0.0
200,12,0,60,0.03690750524401665,0.0865631029009819,0.03974613919854164,0.1743418425321579,0.0
200,24,22,82,0.03345566987991333,0.08570650219917297,0.03392595797777176,0.1431327760219574,0.0
400,2,90,150,0.038383226841688156,0.08629045635461807,0.041655443608760834,0.18222151696681976,0.0
400,6,54,114,0.038301464170217514,0.08628249168395996,0.041544344276189804,0.18177828192710876,0.0
400,12,0,60,0.03690750524401665,0.0865631029009819,0.03974613919854164,0.1743418425321579,0.0
400,24,22,82,0.03345566987991333,0.08570650219917297,0.03392595797777176,0.1431327760219574,0.0
500,2,90,150,0.038383226841688156,0.08629045635461807,0.041655443608760834,0.18222151696681976,0.0
500,6,54,114,0.038301464170217514,0.08628249168395996,0.041544344276189804,0.18177828192710876,0.0
500,12,0,60,0.03690750524401665,0.0865631029009819,0.03974613919854164,0.1743418425321579,0.0
500,24,22,82,0.03345566987991333,0.08570650219917297,0.03392595797777176,0.1431327760219574,0.0
1000,2,90,150,0.038383226841688156,0.08629045635461807,0.041655443608760834,0.18222151696681976,0.0
1000,6,54,114,0.038301464170217514,0.08628249168395996,0.041544344276189804,0.18177828192710876,0.0
1000,12,0,60,0.03690750524401665,0.0865631029009819,0.03974613919854164,0.1743418425321579,0.0
1000,24,22,82,0.03345566987991333,0.08570650219917297,0.03392595797777176,0.1431327760219574,0.0
