epochs,hidden,n_hidden_layers,best_epoch,stop_epoch,loss_train,loss_val,loss_test,mae_train,mae_val,mae_test,pred,true
100,2,2,71,100,0.2089402824640274,0.06649325788021088,0.17487892508506775,0.3570285141468048,0.21959562599658966,0.33117741346359253,0.3373987078666687,1.3670921325683594
100,6,2,20,80,0.20822516083717346,0.06639591604471207,0.17558254301548004,0.35326066613197327,0.21675322949886322,0.32902055978775024,0.3288714587688446,1.3670921325683594
100,12,2,76,100,0.20842011272907257,0.06640942394733429,0.1753607839345932,0.3543674051761627,0.2175881266593933,0.3295985758304596,0.33137616515159607,1.3670921325683594
100,24,2,1,61,0.20758037269115448,0.06646444648504257,0.17657576501369476,0.34891030192375183,0.2134714126586914,0.3267485499382019,0.3190259337425232,1.3670921325683594
200,2,2,71,131,0.2089402824640274,0.06649325788021088,0.17487892508506775,0.3570285141468048,0.21959562599658966,0.33117741346359253,0.3373987078666687,1.3670921325683594
200,6,2,20,80,0.20822516083717346,0.06639591604471207,0.17558254301548004,0.35326066613197327,0.21675322949886322,0.32902055978775024,0.3288714587688446,1.3670921325683594
200,12,2,76,136,0.20842011272907257,0.06640942394733429,0.1753607839345932,0.3543674051761627,0.2175881266593933,0.3295985758304596,0.33137616515159607,1.3670921325683594
200,24,2,1,61,0.20758037269115448,0.06646444648504257,0.17657576501369476,0.34891030192375183,0.2134714126586914,0.3267485499382019,0.3190259337425232,1.3670921325683594
400,2,2,71,131,0.2089402824640274,0.06649325788021088,0.17487892508506775,0.3570285141468048,0.21959562599658966,0.33117741346359253,0.3373987078666687,1.3670921325683594
400,6,2,20,80,0.20822516083717346,0.06639591604471207,0.17558254301548004,0.35326066613197327,0.21675322949886322,0.32902055978775024,0.3288714587688446,1.3670921325683594
400,12,2,76,136,0.20842011272907257,0.06640942394733429,0.1753607839345932,0.3543674051761627,0.2175881266593933,0.3295985758304596,0.33137616515159607,1.3670921325683594
400,24,2,1,61,0.20758037269115448,0.06646444648504257,0.17657576501369476,0.34891030192375183,0.2134714126586914,0.3267485499382019,0.3190259337425232,1.3670921325683594
500,2,2,71,131,0.2089402824640274,0.06649325788021088,0.17487892508506775,0.3570285141468048,0.21959562599658966,0.33117741346359253,0.3373987078666687,1.3670921325683594
500,6,2,20,80,0.20822516083717346,0.06639591604471207,0.17558254301548004,0.35326066613197327,0.21675322949886322,0.32902055978775024,0.3288714587688446,1.3670921325683594
500,12,2,76,136,0.20842011272907257,0.06640942394733429,0.1753607839345932,0.3543674051761627,0.2175881266593933,0.3295985758304596,0.33137616515159607,1.3670921325683594
500,24,2,1,61,0.20758037269115448,0.06646444648504257,0.17657576501369476,0.34891030192375183,0.2134714126586914,0.3267485499382019,0.3190259337425232,1.3670921325683594
1000,2,2,71,131,0.2089402824640274,0.06649325788021088,0.17487892508506775,0.3570285141468048,0.21959562599658966,0.33117741346359253,0.3373987078666687,1.3670921325683594
1000,6,2,20,80,0.20822516083717346,0.06639591604471207,0.17558254301548004,0.35326066613197327,0.21675322949886322,0.32902055978775024,0.3288714587688446,1.3670921325683594
1000,12,2,76,136,0.20842011272907257,0.06640942394733429,0.1753607839345932,0.3543674051761627,0.2175881266593933,0.3295985758304596,0.33137616515159607,1.3670921325683594
1000,24,2,1,61,0.20758037269115448,0.06646444648504257,0.17657576501369476,0.34891030192375183,0.2134714126586914,0.3267485499382019,0.3190259337425232,1.3670921325683594
