epochs,hidden,n_hidden_layers,best_epoch,stop_epoch,loss_train,loss_val,loss_test,pred,true,k
100,2,2,100,100,0.2707924246788025,0.1342840939760208,0.18348398804664612,0.7521852254867554,1.3670921325683594,3
100,6,2,99,100,0.22890548408031464,0.06720545887947083,0.204402893781662,0.24407300353050232,1.3670921325683594,3
100,12,2,100,100,2.243243455886841,2.898453712463379,2.6446032524108887,2.9816784858703613,1.3670921325683594,3
100,24,2,44,100,0.2103656679391861,0.05330196022987366,0.16783149540424347,0.32447898387908936,1.3670921325683594,3
200,2,2,200,200,0.2248457819223404,0.07916603237390518,0.15664951503276825,0.5602512955665588,1.3670921325683594,3
200,6,2,99,159,0.22890548408031464,0.06720545887947083,0.204402893781662,0.24407300353050232,1.3670921325683594,3
200,12,2,200,200,0.214499369263649,0.09073608368635178,0.13966712355613708,0.8080421686172485,1.3670921325683594,3
200,24,2,44,104,0.2103656679391861,0.05330196022987366,0.16783149540424347,0.32447898387908936,1.3670921325683594,3
400,2,2,400,400,0.20797638595104218,0.06173788011074066,0.159944087266922,0.4116382598876953,1.3670921325683594,3
400,6,2,99,159,0.22890548408031464,0.06720545887947083,0.204402893781662,0.24407300353050232,1.3670921325683594,3
400,12,2,337,397,0.19353985786437988,0.05144496262073517,0.13117903470993042,0.5655297040939331,1.3670921325683594,3
400,24,2,44,104,0.2103656679391861,0.05330196022987366,0.16783149540424347,0.32447898387908936,1.3670921325683594,3
500,2,2,478,500,0.20672674477100372,0.06099194660782814,0.16230569779872894,0.3883219063282013,1.3670921325683594,3
500,6,2,99,159,0.22890548408031464,0.06720545887947083,0.204402893781662,0.24407300353050232,1.3670921325683594,3
500,12,2,337,397,0.19353985786437988,0.05144496262073517,0.13117903470993042,0.5655297040939331,1.3670921325683594,3
500,24,2,44,104,0.2103656679391861,0.05330196022987366,0.16783149540424347,0.32447898387908936,1.3670921325683594,3
1000,2,2,547,607,0.20615418255329132,0.06078954413533211,0.16381987929344177,0.37513068318367004,1.3670921325683594,3
1000,6,2,99,159,0.22890548408031464,0.06720545887947083,0.204402893781662,0.24407300353050232,1.3670921325683594,3
1000,12,2,337,397,0.19353985786437988,0.05144496262073517,0.13117903470993042,0.5655297040939331,1.3670921325683594,3
1000,24,2,44,104,0.2103656679391861,0.05330196022987366,0.16783149540424347,0.32447898387908936,1.3670921325683594,3
