epochs,hidden,n_hidden_layers,best_epoch,stop_epoch,loss_train,loss_val,loss_test,pred,true,k
100,2,6,25,85,0.20588980615139008,0.06458250433206558,0.16678276658058167,0.36804860830307007,1.3670921325683594,5
100,6,6,98,100,0.20502853393554688,0.06476125866174698,0.16947057843208313,0.34511566162109375,1.3670921325683594,5
100,12,6,66,100,0.19267477095127106,0.11385934799909592,0.11426728218793869,0.6519557237625122,1.3670921325683594,5
100,24,6,94,100,0.3066052794456482,0.2231069803237915,0.1773955076932907,0.9749612808227539,1.3670921325683594,5
200,2,6,25,85,0.20588980615139008,0.06458250433206558,0.16678276658058167,0.36804860830307007,1.3670921325683594,5
200,6,6,193,200,0.2021121084690094,0.06276167184114456,0.15824617445468903,0.3965352773666382,1.3670921325683594,5
200,12,6,106,166,0.1930643618106842,0.11345180124044418,0.11512991786003113,0.6418997049331665,1.3670921325683594,5
200,24,6,106,166,0.3129356801509857,0.22022803127765656,0.1779666244983673,0.8946741819381714,1.3670921325683594,5
400,2,6,25,85,0.20588980615139008,0.06458250433206558,0.16678276658058167,0.36804860830307007,1.3670921325683594,5
400,6,6,290,350,0.2000112682580948,0.06192074716091156,0.1485174298286438,0.4481831192970276,1.3670921325683594,5
400,12,6,106,166,0.1930643618106842,0.11345180124044418,0.11512991786003113,0.6418997049331665,1.3670921325683594,5
400,24,6,106,166,0.3129356801509857,0.22022803127765656,0.1779666244983673,0.8946741819381714,1.3670921325683594,5
500,2,6,25,85,0.20588980615139008,0.06458250433206558,0.16678276658058167,0.36804860830307007,1.3670921325683594,5
500,6,6,290,350,0.2000112682580948,0.06192074716091156,0.1485174298286438,0.4481831192970276,1.3670921325683594,5
500,12,6,106,166,0.1930643618106842,0.11345180124044418,0.11512991786003113,0.6418997049331665,1.3670921325683594,5
500,24,6,106,166,0.3129356801509857,0.22022803127765656,0.1779666244983673,0.8946741819381714,1.3670921325683594,5
1000,2,6,25,85,0.20588980615139008,0.06458250433206558,0.16678276658058167,0.36804860830307007,1.3670921325683594,5
1000,6,6,290,350,0.2000112682580948,0.06192074716091156,0.1485174298286438,0.4481831192970276,1.3670921325683594,5
1000,12,6,106,166,0.1930643618106842,0.11345180124044418,0.11512991786003113,0.6418997049331665,1.3670921325683594,5
1000,24,6,106,166,0.3129356801509857,0.22022803127765656,0.1779666244983673,0.8946741819381714,1.3670921325683594,5
